序號,答案
20240629153006,24.46
20240629154006,8.13
20240629155006,5.78
20240629160006,0.09
20240629161006,0.0
20240629162006,0.03
20240629163006,0.0
20240629164006,0.0
20240629165006,0.0
20240706090006,608.94
20240706091006,706.06
20240706092006,766.91
20240706093006,862.2
20240706094006,939.19
20240706095006,1036.11
20240706100006,1116.29
20240706101006,1194.87
20240706102006,1147.84
20240706103006,1239.57
20240706104006,1377.49
20240706105006,1418.35
20240706110006,1524.18
20240706111006,1549.75
20240706112006,1560.08
20240706113006,1565.18
20240706114006,1577.53
20240706115006,1584.21
20240706120006,1594.57
20240706121006,1618.14
20240706122006,1635.05
20240706123006,1642.28
20240706124006,1628.17
20240706125006,1629.4
20240706130006,1589.0
20240706131006,1589.27
20240706132006,1577.83
20240706133006,1561.81
20240706134006,1522.93
20240706135006,1487.17
20240706140006,1473.34
20240706141006,1496.33
20240706142006,1456.35
20240706143006,1375.47
20240706144006,1256.43
20240706145006,1176.65
20240706150006,1117.8
20240706151006,1066.03
20240706152006,849.91
20240706153006,696.76
20240706154006,433.74
20240706155006,66.7
20240706160006,40.0
20240706161006,176.81
20240706162006,26.26
20240706163006,8.79
20240706164006,2.25
20240706165006,2.5
20240722090006,637.68
20240722091006,724.06
20240722092006,849.55
20240722093006,944.25
20240722094006,1054.66
20240722095006,1133.62
20240722100006,1250.87
20240722101006,1357.41
20240722102006,1446.83
20240722103006,1517.63
20240722104006,1566.86
20240722105006,1572.7
20240722110006,1586.48
20240722111006,1608.86
20240722112006,1598.45
20240722113006,1593.54
20240722114006,1545.35
20240722115006,1563.64
20240722120006,1601.6
20240722121006,1600.05
20240722122006,1614.32
20240722123006,1618.05
20240722124006,1581.98
20240722125006,1562.48
20240722130006,1537.5
20240722131006,1437.6
20240722132006,1368.55
20240722133006,1309.71
20240722134006,1271.85
20240722135006,1327.65
20240722140006,1377.47
20240722141006,1258.91
20240722142006,1134.08
20240722143006,969.57
20240722144006,708.64
20240722145006,681.04
20240722150006,362.74
20240722151006,535.02
20240722152006,473.9
20240722153006,538.24
20240722154006,403.94
20240722155006,486.03
20240722160006,477.34
20240722161006,470.44
20240722162006,330.61
20240722163006,201.51
20240722164006,169.64
20240722165006,114.24
20240526090007,124.91
20240526091007,193.07
20240526092007,426.86
20240526093007,921.97
20240526094007,917.6
20240526095007,1059.18
20240526100007,1126.54
20240526101007,754.9
20240526102007,293.87
20240526103007,202.04
20240526104007,162.21
20240526105007,151.75
20240526110007,134.38
20240526111007,170.77
20240526112007,199.78
20240526113007,256.27
20240526114007,255.35
20240526115007,249.3
20240526120007,289.45
20240526121007,292.27
20240526122007,241.79
20240526123007,235.64
20240526124007,223.43
20240526125007,187.35
20240526130007,151.72
20240526131007,124.99
20240526132007,100.07
20240526133007,92.27
20240526134007,88.3
20240526135007,89.28
20240526140007,108.89
20240526141007,120.73
20240526142007,111.02
20240526143007,120.65
20240526144007,110.35
20240526145007,102.63
20240526150007,72.73
20240526151007,51.69
20240526152007,50.67
20240526153007,44.63
20240526154007,54.66
20240526155007,60.43
20240526160007,47.66
20240526161007,38.32
20240526162007,36.44
20240526163007,33.47
20240526164007,29.75
20240526165007,24.25
20240612090007,1214.84
20240612091007,448.81
20240612092007,541.27
20240612093007,282.52
20240612094007,806.9
20240612095007,318.9
20240612100007,1356.62
20240612101007,279.51
20240612102007,226.95
20240612103007,256.69
20240612104007,288.85
20240612105007,385.81
20240612110007,490.13
20240612111007,901.3
20240612112007,1147.25
20240612113007,563.64
20240612114007,806.52
20240612115007,642.3
20240612120007,422.29
20240612121007,493.27
20240612122007,616.51
20240612123007,741.43
20240612124007,1567.69
20240612125007,1937.13
20240612130007,1797.99
20240612131007,928.99
20240612132007,120.66
20240612133007,68.17
20240612134007,59.07
20240612135007,50.96
20240612140007,35.13
20240612141007,75.2
20240612142007,386.76
20240612143007,319.74
20240612144007,148.08
20240612145007,79.99
20240612150007,44.92
20240612151007,33.98
20240612152007,34.47
20240612153007,46.84
20240612154007,71.33
20240612155007,132.48
20240612160007,120.56
20240612161007,129.43
20240612162007,77.98
20240612163007,77.76
20240612164007,31.39
20240612165007,23.08
20240615090007,1358.81
20240615091007,1409.07
20240615092007,1405.72
20240615093007,1516.93
20240615094007,1497.02
20240615095007,1559.97
20240615100007,1647.31
20240615101007,1735.56
20240615102007,1580.61
20240615103007,1661.12
20240615104007,1402.32
20240615105007,1615.67
20240615110007,1668.44
20240615111007,1626.3
20240615112007,1636.91
20240615113007,1623.02
20240615114007,1612.2
20240615115007,1664.5
20240615120007,1641.37
20240615121007,1641.34
20240615122007,1600.63
20240615123007,1478.9
20240615124007,1509.93
20240615125007,1559.88
20240615130007,1337.26
20240615131007,1318.54
20240615132007,1144.96
20240615133007,912.48
20240615134007,1062.58
20240615135007,945.12
20240615140007,475.58
20240615141007,927.12
20240615142007,691.07
20240615143007,566.92
20240615144007,653.07
20240615145007,509.58
20240615150007,432.35
20240615151007,317.15
20240615152007,296.42
20240615153007,179.94
20240615154007,152.67
20240615155007,88.12
20240615160007,72.84
20240615161007,51.73
20240615162007,36.97
20240615163007,20.18
20240615164007,20.92
20240615165007,11.51
20240717090007,1256.02
20240717091007,1322.27
20240717092007,1378.08
20240717093007,1419.5
20240717094007,1459.36
20240717095007,1514.46
20240717100007,1520.65
20240717101007,1552.01
20240717102007,1586.69
20240717103007,1598.62
20240717104007,1506.15
20240717105007,1681.36
20240717110007,1695.91
20240717111007,1709.71
20240717112007,1586.58
20240717113007,1709.76
20240717114007,1669.87
20240717115007,1658.29
20240717120007,1645.94
20240717121007,1623.13
20240717122007,1587.07
20240717123007,1546.23
20240717124007,1512.28
20240717125007,1469.61
20240717130007,1393.62
20240717131007,1348.32
20240717132007,1298.7
20240717133007,1225.16
20240717134007,1156.6
20240717135007,1112.94
20240717140007,1026.49
20240717141007,983.12
20240717142007,898.63
20240717143007,782.34
20240717144007,714.1
20240717145007,678.91
20240717150007,204.82
20240717151007,231.9
20240717152007,573.76
20240717153007,367.94
20240717154007,37.09
20240717155007,55.55
20240717160007,100.64
20240717161007,26.79
20240717162007,27.9
20240717163007,14.18
20240717164007,3.9
20240717165007,3.87
20240124090008,1.72
20240124091008,2.0
20240124092008,1.07
20240124093008,2.37
20240124094008,4.02
20240124095008,5.98
20240124100008,4.7
20240124101008,3.26
20240124102008,1.84
20240124103008,1.79
20240124104008,3.3
20240124105008,4.84
20240124110008,6.0
20240124111008,8.41
20240124112008,6.02
20240124113008,8.27
20240124114008,10.93
20240124115008,19.07
20240124120008,26.43
20240124121008,33.07
20240124122008,61.33
20240124123008,61.05
20240124124008,64.8
20240124125008,30.49
20240124130008,21.21
20240124131008,10.2
20240124132008,11.55
20240124133008,15.19
20240124134008,7.51
20240124135008,4.24
20240124140008,0.87
20240124141008,0.0
20240124142008,0.0
20240124143008,0.0
20240124144008,0.0
20240124145008,0.0
20240124150008,0.0
20240124151008,0.0
20240124152008,0.0
20240124153008,0.0
20240124154008,0.0
20240124155008,0.0
20240124160008,0.0
20240124161008,0.0
20240124162008,0.0
20240124163008,0.0
20240124164008,0.0
20240124165008,0.0
20240128090008,0.0
20240128091008,0.01
20240128092008,0.5
20240128093008,2.8
20240128094008,6.43
20240128095008,6.09
20240128100008,3.06
20240128101008,4.15
20240128102008,5.5
20240128103008,7.63
20240128104008,4.54
20240128105008,1.69
20240128110008,5.84
20240128111008,6.61
20240128112008,6.98
20240128113008,7.48
20240128114008,7.35
20240128115008,5.6
20240128120008,11.45
20240128121008,10.11
20240128122008,6.49
20240128123008,8.21
20240128124008,5.15
20240128125008,2.47
20240128130008,1.9
20240128131008,0.75
20240128132008,0.13
20240128133008,0.14
20240128134008,0.63
20240128135008,0.64
20240128140008,0.44
20240128141008,0.0
20240128142008,0.01
20240128143008,0.19
20240128144008,0.14
20240128145008,0.0
20240128150008,0.0
20240128151008,0.0
20240128152008,0.15
20240128153008,0.0
20240128154008,0.0
20240128155008,0.0
20240128160008,0.0
20240128161008,0.0
20240128162008,0.0
20240128163008,0.0
20240128164008,0.0
20240128165008,0.0
20240204090008,26.62
20240204091008,36.22
20240204092008,32.76
20240204093008,37.58
20240204094008,44.61
20240204095008,42.59
20240204100008,50.73
20240204101008,54.84
20240204102008,77.61
20240204103008,88.3
20240204104008,86.34
20240204105008,106.3
20240204110008,140.78
20240204111008,180.66
20240204112008,283.35
20240204113008,252.45
20240204114008,350.11
20240204115008,219.49
20240204120008,238.76
20240204121008,600.12
20240204122008,1560.0
20240204123008,197.7
20240204124008,200.65
20240204125008,88.59
20240204130008,58.8
20240204131008,24.44
20240204132008,53.71
20240204133008,36.89
20240204134008,24.05
20240204135008,24.8
20240204140008,8.34
20240204141008,5.43
20240204142008,5.95
20240204143008,0.06
20240204144008,0.0
20240204145008,3.03
20240204150008,7.0
20240204151008,1.92
20240204152008,0.86
20240204153008,0.0
20240204154008,4.04
20240204155008,7.84
20240204160008,2.93
20240204161008,0.15
20240204162008,0.0
20240204163008,0.0
20240204164008,0.0
20240204165008,0.0
20240218090008,25.95
20240218091008,28.74
20240218092008,28.73
20240218093008,40.15
20240218094008,44.33
20240218095008,27.35
20240218100008,23.09
20240218101008,21.27
20240218102008,24.07
20240218103008,32.05
20240218104008,40.89
20240218105008,33.58
20240218110008,71.22
20240218111008,80.54
20240218112008,304.23
20240218113008,588.68
20240218114008,358.01
20240218115008,368.34
20240218120008,54.49
20240218121008,51.39
20240218122008,335.98
20240218123008,1880.44
20240218124008,983.4
20240218125008,361.72
20240218130008,46.74
20240218131008,80.86
20240218132008,41.4
20240218133008,20.84
20240218134008,14.47
20240218135008,13.58
20240218140008,13.26
20240218141008,9.73
20240218142008,13.99
20240218143008,20.72
20240218144008,25.46
20240218145008,23.54
20240218150008,23.02
20240218151008,19.41
20240218152008,14.32
20240218153008,11.48
20240218154008,6.98
20240218155008,3.0
20240218160008,0.4
20240218161008,0.0
20240218162008,0.0
20240218163008,0.0
20240218164008,0.0
20240218165008,0.0
20240305090008,16.22
20240305091008,16.97
20240305092008,16.66
20240305093008,19.3
20240305094008,19.94
20240305095008,21.7
20240305100008,19.8
20240305101008,29.01
20240305102008,30.94
20240305103008,39.38
20240305104008,347.41
20240305105008,206.3
20240305110008,69.05
20240305111008,383.43
20240305112008,552.65
20240305113008,273.13
20240305114008,490.5
20240305115008,360.96
20240305120008,465.63
20240305121008,67.39
20240305122008,73.9
20240305123008,363.02
20240305124008,591.46
20240305125008,45.37
20240305130008,1446.67
20240305131008,1614.07
20240305132008,1724.32
20240305133008,717.23
20240305134008,1339.43
20240305135008,693.45
20240305140008,1149.4
20240305141008,1493.07
20240305142008,796.63
20240305143008,215.71
20240305144008,47.15
20240305145008,40.12
20240305150008,40.64
20240305151008,31.19
20240305152008,23.26
20240305153008,21.92
20240305154008,19.01
20240305155008,13.33
20240305160008,10.76
20240305161008,7.87
20240305162008,7.47
20240305163008,4.83
20240305164008,2.37
20240305165008,0.02
20240325090008,14.22
20240325091008,12.48
20240325092008,13.14
20240325093008,15.0
20240325094008,18.26
20240325095008,24.72
20240325100008,32.92
20240325101008,43.4
20240325102008,43.33
20240325103008,38.87
20240325104008,561.31
20240325105008,1557.78
20240325110008,1612.16
20240325111008,1657.01
20240325112008,1469.73
20240325113008,1751.92
20240325114008,1784.8
20240325115008,1781.85
20240325120008,1803.88
20240325121008,1810.08
20240325122008,1812.36
20240325123008,1803.38
20240325124008,1794.92
20240325125008,1807.64
20240325130008,1745.4
20240325131008,1747.96
20240325132008,1738.64
20240325133008,1713.02
20240325134008,1709.2
20240325135008,1661.31
20240325140008,1614.0
20240325141008,1533.3
20240325142008,871.82
20240325143008,406.12
20240325144008,72.65
20240325145008,79.22
20240325150008,32.76
20240325151008,38.73
20240325152008,35.62
20240325153008,30.62
20240325154008,28.51
20240325155008,30.35
20240325160008,18.08
20240325161008,16.86
20240325162008,10.78
20240325163008,4.49
20240325164008,2.84
20240325165008,0.77
20240518090008,19.7
20240518091008,30.75
20240518092008,36.52
20240518093008,47.65
20240518094008,41.42
20240518095008,42.43
20240518100008,32.6
20240518101008,35.07
20240518102008,56.34
20240518103008,55.74
20240518104008,59.87
20240518105008,60.63
20240518110008,65.59
20240518111008,199.59
20240518112008,179.01
20240518113008,411.38
20240518114008,297.9
20240518115008,250.4
20240518120008,1186.98
20240518121008,1446.97
20240518122008,958.13
20240518123008,446.69
20240518124008,244.44
20240518125008,209.31
20240518130008,153.42
20240518131008,212.07
20240518132008,107.98
20240518133008,45.99
20240518134008,28.12
20240518135008,5.49
20240518140008,7.76
20240518141008,20.38
20240518142008,24.99
20240518143008,39.33
20240518144008,50.31
20240518145008,45.66
20240518150008,44.73
20240518151008,38.0
20240518152008,30.88
20240518153008,19.09
20240518154008,8.8
20240518155008,8.13
20240518160008,10.42
20240518161008,23.35
20240518162008,29.04
20240518163008,10.96
20240518164008,4.9
20240518165008,0.36
20240526090008,17.29
20240526091008,28.52
20240526092008,42.94
20240526093008,56.55
20240526094008,59.07
20240526095008,69.3
20240526100008,81.54
20240526101008,85.03
20240526102008,54.28
20240526103008,41.8
20240526104008,33.0
20240526105008,32.29
20240526110008,20.72
20240526111008,26.64
20240526112008,30.79
20240526113008,46.07
20240526114008,52.19
20240526115008,46.53
20240526120008,64.54
20240526121008,69.01
20240526122008,58.21
20240526123008,42.38
20240526124008,38.91
20240526125008,32.37
20240526130008,25.19
20240526131008,23.48
20240526132008,16.98
20240526133008,14.74
20240526134008,15.3
20240526135008,16.04
20240526140008,23.03
20240526141008,26.3
20240526142008,21.4
20240526143008,24.04
20240526144008,20.63
20240526145008,18.98
20240526150008,15.9
20240526151008,11.04
20240526152008,8.18
20240526153008,7.1
20240526154008,8.74
20240526155008,9.66
20240526160008,11.62
20240526161008,9.79
20240526162008,7.93
20240526163008,7.02
20240526164008,6.33
20240526165008,4.08
20240529090008,21.35
20240529091008,20.2
20240529092008,37.33
20240529093008,41.29
20240529094008,35.84
20240529095008,55.07
20240529100008,87.13
20240529101008,104.93
20240529102008,131.77
20240529103008,98.96
20240529104008,130.41
20240529105008,178.62
20240529110008,141.53
20240529111008,160.41
20240529112008,125.18
20240529113008,132.18
20240529114008,131.27
20240529115008,254.82
20240529120008,148.83
20240529121008,178.46
20240529122008,202.73
20240529123008,128.39
20240529124008,237.49
20240529125008,125.65
20240529130008,65.42
20240529131008,89.57
20240529132008,40.02
20240529133008,15.89
20240529134008,18.62
20240529135008,22.3
20240529140008,29.88
20240529141008,39.66
20240529142008,44.16
20240529143008,51.7
20240529144008,45.48
20240529145008,39.8
20240529150008,31.26
20240529151008,28.34
20240529152008,28.26
20240529153008,20.04
20240529154008,9.76
20240529155008,7.67
20240529160008,7.13
20240529161008,3.5
20240529162008,1.35
20240529163008,0.0
20240529164008,0.0
20240529165008,0.0
20240607090008,8.46
20240607091008,20.26
20240607092008,25.25
20240607093008,34.44
20240607094008,43.95
20240607095008,50.19
20240607100008,85.5
20240607101008,78.68
20240607102008,82.62
20240607103008,70.83
20240607104008,105.81
20240607105008,142.54
20240607110008,109.62
20240607111008,131.34
20240607112008,145.02
20240607113008,117.2
20240607114008,60.74
20240607115008,69.55
20240607120008,58.96
20240607121008,158.57
20240607122008,82.75
20240607123008,12.56
20240607124008,30.22
20240607125008,40.92
20240607130008,75.92
20240607131008,73.84
20240607132008,60.44
20240607133008,23.05
20240607134008,6.86
20240607135008,4.33
20240607140008,0.0
20240607141008,4.07
20240607142008,5.09
20240607143008,1.49
20240607144008,5.24
20240607145008,0.87
20240607150008,0.0
20240607151008,0.0
20240607152008,0.0
20240607153008,0.0
20240607154008,0.0
20240607155008,0.0
20240607160008,0.0
20240607161008,0.0
20240607162008,0.0
20240607163008,0.0
20240607164008,0.0
20240607165008,0.0
20240613090008,14.77
20240613091008,18.49
20240613092008,27.22
20240613093008,39.43
20240613094008,46.09
20240613095008,50.08
20240613100008,55.66
20240613101008,61.56
20240613102008,67.24
20240613103008,76.53
20240613104008,92.55
20240613105008,99.62
20240613110008,136.85
20240613111008,108.36
20240613112008,105.92
20240613113008,122.13
20240613114008,163.74
20240613115008,143.0
20240613120008,181.2
20240613121008,157.53
20240613122008,136.42
20240613123008,892.1
20240613124008,822.89
20240613125008,533.88
20240613130008,1414.85
20240613131008,1303.55
20240613132008,1173.54
20240613133008,107.26
20240613134008,931.78
20240613135008,1223.7
20240613140008,237.39
20240613141008,172.83
20240613142008,106.88
20240613143008,31.2
20240613144008,20.52
20240613145008,18.72
20240613150008,15.85
20240613151008,19.18
20240613152008,19.42
20240613153008,21.37
20240613154008,23.67
20240613155008,36.17
20240613160008,29.21
20240613161008,19.1
20240613162008,14.4
20240613163008,11.69
20240613164008,5.67
20240613165008,0.4
20240628090008,23.58
20240628091008,20.7
20240628092008,16.25
20240628093008,17.18
20240628094008,17.26
20240628095008,19.42
20240628100008,36.19
20240628101008,28.38
20240628102008,22.45
20240628103008,36.18
20240628104008,71.9
20240628105008,109.3
20240628110008,33.19
20240628111008,25.18
20240628112008,31.57
20240628113008,18.3
20240628114008,32.71
20240628115008,44.27
20240628120008,48.2
20240628121008,293.71
20240628122008,746.26
20240628123008,1247.76
20240628124008,1527.12
20240628125008,1480.25
20240628130008,1525.01
20240628131008,1459.81
20240628132008,1469.71
20240628133008,1404.78
20240628134008,1212.15
20240628135008,1066.03
20240628140008,1035.83
20240628141008,627.69
20240628142008,11.31
20240628143008,12.59
20240628144008,9.31
20240628145008,1.96
20240628150008,2.89
20240628151008,0.0
20240628152008,0.0
20240628153008,0.0
20240628154008,0.0
20240628155008,0.0
20240628160008,0.0
20240628161008,0.0
20240628162008,0.0
20240628163008,0.0
20240628164008,0.0
20240628165008,0.0
20240705090008,5.92
20240705091008,6.4
20240705092008,5.29
20240705093008,4.68
20240705094008,5.48
20240705095008,7.07
20240705100008,7.04
20240705101008,7.08
20240705102008,5.64
20240705103008,5.39
20240705104008,9.93
20240705105008,16.31
20240705110008,7.76
20240705111008,8.46
20240705112008,7.38
20240705113008,1.33
20240705114008,0.86
20240705115008,1.48
20240705120008,3.86
20240705121008,9.38
20240705122008,167.14
20240705123008,957.3
20240705124008,1478.89
20240705125008,1441.52
20240705130008,1474.88
20240705131008,1449.25
20240705132008,1421.65
20240705133008,1398.34
20240705134008,1354.46
20240705135008,1319.55
20240705140008,1244.93
20240705141008,1204.43
20240705142008,784.87
20240705143008,79.33
20240705144008,28.17
20240705145008,28.91
20240705150008,22.92
20240705151008,26.45
20240705152008,25.32
20240705153008,24.0
20240705154008,8.15
20240705155008,4.52
20240705160008,8.79
20240705161008,3.62
20240705162008,6.58
20240705163008,2.4
20240705164008,0.08
20240705165008,0.0
20240709090008,1.65
20240709091008,2.4
20240709092008,2.13
20240709093008,3.18
20240709094008,3.66
20240709095008,3.35
20240709100008,4.32
20240709101008,6.48
20240709102008,5.44
20240709103008,3.47
20240709104008,7.1
20240709105008,13.27
20240709110008,5.44
20240709111008,7.56
20240709112008,8.46
20240709113008,3.16
20240709114008,12.59
20240709115008,19.52
20240709120008,74.72
20240709121008,543.99
20240709122008,1497.24
20240709123008,1580.25
20240709124008,1547.86
20240709125008,1529.88
20240709130008,1537.62
20240709131008,507.59
20240709132008,1056.31
20240709133008,1169.47
20240709134008,632.54
20240709135008,1408.02
20240709140008,1473.11
20240709141008,1441.35
20240709142008,1084.94
20240709143008,239.13
20240709144008,22.74
20240709145008,35.77
20240709150008,16.25
20240709151008,11.81
20240709152008,9.68
20240709153008,10.35
20240709154008,5.87
20240709155008,10.87
20240709160008,12.75
20240709161008,12.76
20240709162008,12.32
20240709163008,9.68
20240709164008,9.4
20240709165008,7.63
20240715090008,10.99
20240715091008,9.69
20240715092008,7.82
20240715093008,8.29
20240715094008,8.47
20240715095008,9.9
20240715100008,13.17
20240715101008,12.81
20240715102008,15.21
20240715103008,16.36
20240715104008,25.2
20240715105008,25.75
20240715110008,26.85
20240715111008,24.44
20240715112008,14.76
20240715113008,10.04
20240715114008,229.16
20240715115008,310.91
20240715120008,196.52
20240715121008,983.69
20240715122008,1414.85
20240715123008,1460.79
20240715124008,1395.43
20240715125008,984.56
20240715130008,1470.15
20240715131008,1382.16
20240715132008,754.26
20240715133008,877.16
20240715134008,583.36
20240715135008,1394.82
20240715140008,1317.86
20240715141008,1108.2
20240715142008,739.58
20240715143008,56.8
20240715144008,29.61
20240715145008,25.27
20240715150008,12.42
20240715151008,20.61
20240715152008,12.17
20240715153008,9.4
20240715154008,14.43
20240715155008,11.47
20240715160008,6.94
20240715161008,8.79
20240715162008,7.04
20240715163008,5.0
20240715164008,4.49
20240715165008,4.45
20240719090008,5.06
20240719091008,5.16
20240719092008,5.63
20240719093008,5.53
20240719094008,6.24
20240719095008,4.69
20240719100008,11.25
20240719101008,10.82
20240719102008,10.09
20240719103008,10.55
20240719104008,23.52
20240719105008,106.46
20240719110008,17.22
20240719111008,10.87
20240719112008,17.72
20240719113008,17.2
20240719114008,77.68
20240719115008,54.66
20240719120008,93.76
20240719121008,781.43
20240719122008,1429.0
20240719123008,1468.72
20240719124008,1475.07
20240719125008,1468.48
20240719130008,1467.92
20240719131008,1458.7
20240719132008,1459.69
20240719133008,1429.11
20240719134008,1398.05
20240719135008,1410.66
20240719140008,1366.05
20240719141008,1320.66
20240719142008,1282.98
20240719143008,629.13
20240719144008,16.2
20240719145008,22.63
20240719150008,18.5
20240719151008,21.41
20240719152008,24.71
20240719153008,15.29
20240719154008,11.87
20240719155008,9.71
20240719160008,7.9
20240719161008,3.71
20240719162008,10.6
20240719163008,13.56
20240719164008,6.19
20240719165008,3.68
20240309090009,39.3
20240309091009,33.3
20240309092009,20.68
20240309093009,47.33
20240309094009,35.11
20240309095009,40.22
20240309100009,180.12
20240309101009,145.84
20240309102009,56.26
20240309103009,34.94
20240309104009,93.62
20240309105009,333.54
20240309110009,151.76
20240309111009,141.79
20240309112009,173.63
20240309113009,98.88
20240309114009,44.77
20240309115009,31.89
20240309120009,37.36
20240309121009,46.35
20240309122009,126.04
20240309123009,45.42
20240309124009,21.16
20240309125009,11.42
20240309130009,11.87
20240309131009,9.16
20240309132009,8.04
20240309133009,5.76
20240309134009,3.18
20240309135009,2.05
20240309140009,2.12
20240309141009,3.1
20240309142009,4.56
20240309143009,3.73
20240309144009,4.36
20240309145009,3.05
20240309150009,2.09
20240309151009,1.4
20240309152009,3.92
20240309153009,6.9
20240309154009,3.97
20240309155009,3.73
20240309160009,2.0
20240309161009,0.63
20240309162009,1.04
20240309163009,0.0
20240309164009,0.0
20240309165009,0.0
20240314090009,4.9
20240314091009,2.02
20240314092009,1.32
20240314093009,1.78
20240314094009,1.84
20240314095009,5.98
20240314100009,5.24
20240314101009,0.84
20240314102009,0.05
20240314103009,7.68
20240314104009,12.95
20240314105009,40.71
20240314110009,93.08
20240314111009,129.99
20240314112009,22.48
20240314113009,22.68
20240314114009,26.15
20240314115009,22.69
20240314120009,22.26
20240314121009,17.2
20240314122009,11.12
20240314123009,6.91
20240314124009,10.92
20240314125009,18.37
20240314130009,17.61
20240314131009,15.61
20240314132009,19.37
20240314133009,27.23
20240314134009,39.7
20240314135009,49.54
20240314140009,50.54
20240314141009,49.78
20240314142009,35.97
20240314143009,29.74
20240314144009,32.54
20240314145009,31.41
20240314150009,20.77
20240314151009,18.98
20240314152009,15.81
20240314153009,14.47
20240314154009,12.22
20240314155009,11.38
20240314160009,4.98
20240314161009,1.23
20240314162009,0.55
20240314163009,0.38
20240314164009,0.11
20240314165009,0.4
20240414090009,49.23
20240414091009,540.08
20240414092009,752.13
20240414093009,955.9
20240414094009,1020.21
20240414095009,1033.65
20240414100009,1065.19
20240414101009,1108.85
20240414102009,1072.54
20240414103009,1157.53
20240414104009,1200.65
20240414105009,1067.73
20240414110009,1247.29
20240414111009,1206.44
20240414112009,1151.03
20240414113009,1044.2
20240414114009,249.61
20240414115009,153.21
20240414120009,290.26
20240414121009,153.02
20240414122009,112.45
20240414123009,86.15
20240414124009,61.96
20240414125009,62.62
20240414130009,101.17
20240414131009,59.9
20240414132009,45.74
20240414133009,41.08
20240414134009,37.66
20240414135009,39.79
20240414140009,43.43
20240414141009,27.12
20240414142009,20.54
20240414143009,17.72
20240414144009,18.84
20240414145009,26.96
20240414150009,24.09
20240414151009,17.76
20240414152009,15.34
20240414153009,9.94
20240414154009,8.04
20240414155009,8.99
20240414160009,12.52
20240414161009,11.37
20240414162009,9.64
20240414163009,7.88
20240414164009,7.32
20240414165009,5.81
20240506090009,28.98
20240506091009,119.84
20240506092009,729.04
20240506093009,990.1
20240506094009,1181.8
20240506095009,1248.08
20240506100009,1196.71
20240506101009,1364.73
20240506102009,1381.03
20240506103009,1396.93
20240506104009,1409.89
20240506105009,1384.18
20240506110009,1187.08
20240506111009,1276.89
20240506112009,1169.84
20240506113009,522.64
20240506114009,69.3
20240506115009,74.98
20240506120009,235.41
20240506121009,203.77
20240506122009,184.71
20240506123009,93.17
20240506124009,48.96
20240506125009,40.88
20240506130009,28.02
20240506131009,21.0
20240506132009,21.47
20240506133009,21.04
20240506134009,23.24
20240506135009,24.31
20240506140009,18.96
20240506141009,14.72
20240506142009,13.79
20240506143009,14.91
20240506144009,9.78
20240506145009,6.97
20240506150009,9.42
20240506151009,5.26
20240506152009,9.24
20240506153009,5.12
20240506154009,2.41
20240506155009,1.66
20240506160009,0.14
20240506161009,1.12
20240506162009,0.0
20240506163009,0.0
20240506164009,0.0
20240506165009,0.0
20240526090009,24.31
20240526091009,46.42
20240526092009,98.09
20240526093009,296.14
20240526094009,230.96
20240526095009,334.6
20240526100009,423.92
20240526101009,253.89
20240526102009,75.48
20240526103009,48.87
20240526104009,29.99
20240526105009,27.64
20240526110009,26.37
20240526111009,31.78
20240526112009,36.14
20240526113009,44.45
20240526114009,44.91
20240526115009,43.05
20240526120009,44.1
20240526121009,47.52
20240526122009,40.59
20240526123009,36.87
20240526124009,30.41
20240526125009,24.19
20240526130009,20.77
20240526131009,18.36
20240526132009,14.59
20240526133009,12.64
20240526134009,12.42
20240526135009,12.33
20240526140009,15.92
20240526141009,16.64
20240526142009,14.53
20240526143009,14.63
20240526144009,12.2
20240526145009,11.81
20240526150009,11.86
20240526151009,8.96
20240526152009,6.88
20240526153009,5.94
20240526154009,7.42
20240526155009,7.89
20240526160009,6.97
20240526161009,5.97
20240526162009,5.19
20240526163009,4.11
20240526164009,3.64
20240526165009,2.37
20240614090009,20.96
20240614091009,37.72
20240614092009,37.4
20240614093009,39.7
20240614094009,28.66
20240614095009,32.89
20240614100009,31.67
20240614101009,36.43
20240614102009,75.76
20240614103009,85.14
20240614104009,69.25
20240614105009,146.74
20240614110009,388.52
20240614111009,272.19
20240614112009,51.75
20240614113009,44.58
20240614114009,58.66
20240614115009,70.1
20240614120009,61.15
20240614121009,64.64
20240614122009,80.8
20240614123009,75.17
20240614124009,69.28
20240614125009,73.19
20240614130009,48.42
20240614131009,43.86
20240614132009,50.29
20240614133009,55.92
20240614134009,29.19
20240614135009,25.71
20240614140009,27.77
20240614141009,34.66
20240614142009,29.67
20240614143009,24.14
20240614144009,22.49
20240614145009,18.35
20240614150009,17.86
20240614151009,20.57
20240614152009,18.26
20240614153009,14.6
20240614154009,12.08
20240614155009,10.87
20240614160009,7.6
20240614161009,6.34
20240614162009,4.79
20240614163009,4.9
20240614164009,4.64
20240614165009,3.84
20240621090009,18.27
20240621091009,21.61
20240621092009,76.74
20240621093009,153.78
20240621094009,223.9
20240621095009,709.79
20240621100009,693.7
20240621101009,1122.32
20240621102009,1173.75
20240621103009,1085.65
20240621104009,1139.5
20240621105009,937.98
20240621110009,440.43
20240621111009,32.92
20240621112009,11.01
20240621113009,8.5
20240621114009,11.9
20240621115009,9.93
20240621120009,9.53
20240621121009,13.07
20240621122009,11.58
20240621123009,9.8
